,customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
540,JQ56711,OR,F,Master,592311.72,92163.0,73.0,0,Personal Auto,Two-Door Car,66.568642
541,AW77988,OR,M,High School or Below,3585059.94,17588.0,192.0,0,Personal Auto,Luxury,1382.4
542,QP84605,WA,F,Bachelor,870984.53,41546.0,111.0,0,Corporate Auto,Four-Door Car,121.306839
543,MY97912,AZ,M,College,1330933.52,0.0,127.0,0,Personal Auto,SUV,609.6
544,IB87349,CA,M,High School or Below,452850.49,70340.0,113.0,0,Special Auto,Four-Door Car,542.4
545,AW73065,OR,F,High School or Below,279190.65,0.0,74.0,0,Personal Auto,Four-Door Car,532.8
546,BW80872,WA,M,High School or Below,443441.12,34549.0,111.0,0,Personal Auto,Four-Door Car,125.933005
547,PX70175,AZ,M,College,799600.75,93459.0,99.0,0,Personal Auto,Four-Door Car,655.41333
548,KF75098,AZ,M,Bachelor,512973.9,86148.0,65.0,2,Personal Auto,Four-Door Car,312.0
549,IS50283,CA,F,Bachelor,569717.52,27048.0,72.0,0,Corporate Auto,Four-Door Car,345.6
550,MY64920,OR,F,College,921713.06,73259.0,115.0,0,Personal Auto,SUV,673.34265
551,KN34250,OR,F,College,1020892.76,35482.0,129.0,0,Corporate Auto,SUV,619.2
552,GN46207,OR,F,Master,417068.73,29462.0,107.0,1,Personal Auto,SUV,513.6
553,KL57176,OR,F,College,450540.58,67801.0,115.0,1,Personal Auto,SUV,23.810491
554,MN94234,CA,M,High School or Below,310756.86,0.0,94.0,4,Personal Auto,Two-Door Car,451.2
555,JY90595,AZ,M,High School or Below,552866.5,16042.0,73.0,0,Personal Auto,Two-Door Car,350.4
556,HK26543,CA,M,High School or Below,504586.67,28056.0,64.0,1,Personal Auto,Four-Door Car,307.2
557,PN86062,CA,M,High School or Below,296272.25,16495.0,85.0,3,Corporate Auto,Four-Door Car,408.0
558,VW27730,CA,F,Master,866595.64,41163.0,108.0,0,Corporate Auto,SUV,231.922173
559,SH55671,AZ,F,College,1141344.12,0.0,161.0,1,Personal Auto,Luxury,772.8
560,MO56878,CA,M,Bachelor,1548843.2,33799.0,109.0,3,Corporate Auto,SUV,664.980242
561,VO38365,WA,F,College,886114.95,90125.0,110.0,0,Corporate Auto,SUV,128.645946
562,SV35618,OR,F,Bachelor,593474.15,87747.0,147.0,1,Personal Auto,SUV,46.492039
563,RX12347,NV,M,College,354323.21,35695.0,90.0,0,Personal Auto,Four-Door Car,432.0
564,FR55658,CA,M,Master,349002.83,90985.0,87.0,0,Personal Auto,Four-Door Car,78.085149
565,XS12556,CA,F,College,368309.99,0.0,101.0,0,Corporate Auto,Luxury,564.466556
566,ZU73588,CA,M,College,598977.39,66839.0,154.0,0,Personal Auto,Luxury,739.2
567,WT43034,CA,F,High School or Below,1250084.3,0.0,165.0,0,Personal Auto,SUV,792.0
568,VM13430,OR,F,Bachelor,860915.82,79090.0,107.0,0,Corporate Auto,SUV,289.040734
569,TC78849,OR,M,Bachelor,249745.51,24825.0,64.0,0,Personal Auto,Two-Door Car,155.938593
570,VC34764,CA,M,College,701917.72,26806.0,63.0,0,Personal Auto,Four-Door Car,302.4
571,WO90953,OR,F,College,538792.63,56835.0,67.0,0,Personal Auto,Two-Door Car,326.549425
572,IU47468,OR,F,Bachelor,616555.75,0.0,88.0,0,Special Auto,Two-Door Car,653.65668
573,KO46064,CA,M,Bachelor,273020.29,46135.0,69.0,0,Personal Auto,Four-Door Car,103.935601
574,RB34917,AZ,F,Bachelor,516211.69,0.0,73.0,0,Personal Auto,Four-Door Car,809.532341
575,BI38192,OR,F,High School or Below,793706.48,22862.0,67.0,0,Personal Auto,Two-Door Car,321.6
576,PU18983,OR,F,High School or Below,860815.72,21450.0,110.0,2,Personal Auto,Luxury,528.0
577,SW79912,OR,M,Bachelor,263254.58,95854.0,65.0,0,Personal Auto,Two-Door Car,312.0
578,ES39217,OR,F,Bachelor,778500.42,44897.0,99.0,1,Personal Auto,Four-Door Car,580.72531
579,KP72427,WA,M,High School or Below,2163983.86,64455.0,108.0,0,Personal Auto,SUV,133.735395
580,UA19178,OR,F,Master,498082.5,53265.0,62.0,0,Personal Auto,Four-Door Car,238.005074
581,PR53785,AZ,F,High School or Below,745723.78,0.0,198.0,1,Personal Auto,Luxury,1577.674417
582,XF57481,WA,M,Master,1064093.93,50450.0,90.0,0,Personal Auto,Two-Door Car,135.892444
583,CN90378,CA,F,High School or Below,686250.83,54780.0,88.0,3,Personal Auto,Four-Door Car,135.26125
584,KI56154,NV,M,High School or Below,904898.34,0.0,119.0,0,Personal Auto,Luxury,571.2
585,UI55951,CA,M,Bachelor,554803.19,67798.0,69.0,0,Personal Auto,Four-Door Car,331.2
586,FF28650,OR,M,Bachelor,831268.16,21442.0,118.0,0,Personal Auto,SUV,566.4
587,FS55302,CA,M,Bachelor,238998.1,27615.0,62.0,1,Personal Auto,Four-Door Car,297.6
588,TN79487,CA,M,Bachelor,445811.34,17622.0,65.0,1,Personal Auto,Four-Door Car,312.0
589,HG32616,NV,M,High School or Below,529574.17,50200.0,135.0,0,Personal Auto,Luxury,637.063458
590,UK41984,AZ,F,Doctor,383960.61,0.0,112.0,2,Personal Auto,SUV,537.6
591,LZ52266,CA,F,High School or Below,373150.46,0.0,96.0,0,Personal Auto,Four-Door Car,460.8
592,PM27367,CA,F,Master,277890.37,73570.0,70.0,1,Special Auto,Two-Door Car,75.936096
593,ZK21724,OR,F,High School or Below,401654.2,0.0,111.0,0,Personal Auto,SUV,799.2
594,BH35482,WA,M,Doctor,493094.93,70412.0,61.0,0,Corporate Auto,Two-Door Car,136.291083
595,QE22757,NV,M,Doctor,249131.7,36631.0,62.0,0,Personal Auto,Four-Door Car,67.530904
596,ON77649,OR,F,College,290887.59,35895.0,73.0,0,Personal Auto,Four-Door Car,312.921256
597,RN82884,AZ,F,College,428294.8,40864.0,109.0,1,Personal Auto,SUV,166.937747
598,CQ75652,OR,M,College,834162.37,0.0,118.0,0,Personal Auto,Four-Door Car,566.4
599,FF58467,AZ,F,Master,509078.13,93018.0,63.0,0,Personal Auto,Four-Door Car,135.382194
600,BS83666,OR,M,Bachelor,736618.83,70014.0,62.0,0,Corporate Auto,Four-Door Car,17.742954
601,WO29605,OR,F,College,243687.51,48875.0,61.0,0,Personal Auto,Two-Door Car,1.838367
602,TL77607,CA,M,Bachelor,885268.87,67969.0,74.0,0,Personal Auto,Four-Door Car,197.776009
603,EZ50606,OR,F,High School or Below,2387547.68,0.0,108.0,0,Corporate Auto,SUV,612.102262
604,OS39723,OR,F,Doctor,560049.65,68665.0,69.0,0,Personal Auto,Two-Door Car,331.2
605,FN69743,CA,M,College,463654.65,26802.0,66.0,1,Corporate Auto,Two-Door Car,316.8
606,XW96958,NV,M,High School or Below,757334.51,0.0,110.0,0,Corporate Auto,Four-Door Car,1193.036154
607,TU92578,CA,M,College,1469663.55,45345.0,125.0,0,Personal Auto,SUV,600.0
608,TL43709,WA,M,Bachelor,897214.03,89689.0,74.0,0,Personal Auto,Four-Door Car,136.829537
609,YE68736,CA,F,Bachelor,772484.01,32051.0,193.0,1,Personal Auto,SUV,926.4
610,OB96537,OR,M,Master,594667.07,81139.0,74.0,0,Special Auto,Four-Door Car,392.6364
611,EU68825,OR,F,Master,800054.51,63834.0,100.0,1,Personal Auto,Luxury,215.226476
612,CC31456,AZ,M,Bachelor,645756.1,37548.0,81.0,0,Special Auto,Four-Door Car,160.598662
613,DJ77787,AZ,F,High School or Below,728144.01,0.0,69.0,3,Personal Auto,Four-Door Car,371.803029
614,LN26837,CA,M,High School or Below,259243.78,72421.0,65.0,0,Personal Auto,Four-Door Car,312.0
615,YI92916,NV,M,Master,467842.34,83102.0,116.0,0,Corporate Auto,Four-Door Car,443.670399
616,NW54906,OR,M,College,1386992.71,28432.0,118.0,0,Personal Auto,SUV,612.300581
617,ME77513,NV,F,Master,871777.78,83707.0,108.0,0,Corporate Auto,Four-Door Car,290.391526
618,UK76891,CA,F,College,523398.68,63259.0,65.0,0,Corporate Auto,Four-Door Car,316.795337
619,SI26888,NV,F,High School or Below,476418.97,0.0,67.0,0,Personal Auto,Four-Door Car,405.527937
620,YD74948,OR,F,College,247246.92,63860.0,62.0,0,Personal Auto,Four-Door Car,208.598246
621,HB64268,WA,M,Bachelor,281369.26,43836.0,73.0,0,Personal Auto,Four-Door Car,138.130879
622,BW52697,CA,F,College,550505.7,86132.0,68.0,0,Personal Auto,Two-Door Car,301.437365
623,NL41409,OR,F,Bachelor,260620.85,28519.0,66.0,0,Personal Auto,Two-Door Car,456.473115
624,OD69005,AZ,F,High School or Below,1048194.38,39102.0,88.0,0,Personal Auto,Four-Door Car,152.338562
625,ZZ91716,CA,F,Bachelor,325676.64,0.0,89.0,0,Personal Auto,Four-Door Car,491.755368
626,UK70255,CA,F,College,3047578.05,97298.0,128.0,0,Personal Auto,Luxury,48.517439
627,QT25383,NV,M,High School or Below,636490.22,41986.0,84.0,2,Personal Auto,Two-Door Car,430.375049
628,AW18068,AZ,M,High School or Below,946850.93,0.0,88.0,0,Personal Auto,Two-Door Car,633.6
629,NS45347,OR,F,College,563145.19,17291.0,73.0,0,Personal Auto,Four-Door Car,350.4
630,FV19421,CA,M,Bachelor,778099.93,0.0,74.0,0,Personal Auto,Four-Door Car,246.489123
631,XW89091,CA,M,College,981652.83,37256.0,62.0,0,Personal Auto,Four-Door Car,128.969729
632,YC11951,OR,M,High School or Below,751913.36,96306.0,95.0,1,Corporate Auto,Four-Door Car,185.355353
633,UY18770,CA,F,Bachelor,1017971.7,14290.0,271.0,0,Personal Auto,Luxury,1300.8
634,RA49085,CA,F,College,277283.92,37038.0,71.0,1,Corporate Auto,Four-Door Car,9.071305
635,BG84194,OR,M,College,403750.18,90760.0,103.0,2,Special Auto,SUV,133.475315
636,PT64580,WA,M,Master,419196.61,77048.0,103.0,0,Personal Auto,SUV,141.199465
637,MR67738,OR,F,High School or Below,267686.79,54480.0,67.0,0,Personal Auto,Four-Door Car,321.6
638,DM95829,CA,M,College,252395.96,16244.0,68.0,0,Personal Auto,Two-Door Car,623.223617
639,DB75522,CA,F,College,698840.16,22436.0,89.0,0,Special Auto,Four-Door Car,427.2
640,LM34525,WA,F,College,874205.78,71592.0,72.0,0,Personal Auto,Four-Door Car,141.725051
641,WW30771,AZ,M,Master,267331.96,28728.0,67.0,0,Personal Auto,Four-Door Car,321.6
642,QP65569,AZ,M,High School or Below,1215732.99,57449.0,103.0,0,Personal Auto,Four-Door Car,494.4
643,TN50051,CA,F,Doctor,295776.4,83318.0,73.0,0,Personal Auto,Two-Door Car,211.336937
644,UO86707,WA,M,Bachelor,717390.94,75217.0,61.0,1,Personal Auto,Four-Door Car,147.080303
645,JA41698,NV,M,Bachelor,309953.8,0.0,102.0,5,Corporate Auto,SUV,862.762957
646,NX18774,OR,M,Bachelor,841568.46,55308.0,107.0,0,Corporate Auto,SUV,513.6
647,DA69469,OR,F,College,2684312.45,36068.0,97.0,0,Personal Auto,Two-Door Car,113.367765
648,CN23147,OR,M,Bachelor,1305717.07,48804.0,112.0,1,Corporate Auto,Four-Door Car,537.6
649,RA68844,OR,M,College,959995.02,0.0,131.0,0,Personal Auto,SUV,943.2
650,GH42026,OR,M,Bachelor,853510.89,55790.0,111.0,0,Personal Auto,SUV,117.672722
651,BD16530,AZ,F,Bachelor,829348.19,70258.0,69.0,0,Personal Auto,Four-Door Car,225.145949
652,JH91579,OR,F,Bachelor,684615.03,0.0,95.0,0,Personal Auto,Two-Door Car,456.0
653,WK23685,OR,F,Bachelor,663685.98,47274.0,83.0,1,Corporate Auto,Four-Door Car,182.432565
654,GR62267,WA,F,College,560908.25,44705.0,71.0,0,Personal Auto,Two-Door Car,148.173152
655,PI78084,AZ,M,High School or Below,507732.09,0.0,73.0,0,Personal Auto,Two-Door Car,525.6
656,GF97874,WA,F,Master,527562.7,70446.0,65.0,0,Personal Auto,Four-Door Car,155.570802
657,ZH19885,WA,F,High School or Below,251459.2,43860.0,65.0,0,Personal Auto,Four-Door Car,156.124914
658,UK25655,OR,F,Bachelor,343525.01,64348.0,86.0,0,Personal Auto,Two-Door Car,212.391975
659,QR45101,OR,M,Bachelor,662461.18,0.0,62.0,0,Corporate Auto,Two-Door Car,297.6
660,EL93539,CA,M,Master,575744.23,88997.0,72.0,0,Special Auto,Four-Door Car,174.041566
661,EE99484,WA,F,High School or Below,251459.2,43860.0,65.0,0,Corporate Auto,Four-Door Car,156.124914
662,DP46882,CA,F,High School or Below,288645.16,10312.0,78.0,0,Corporate Auto,Four-Door Car,486.278557
663,WP41146,CA,F,High School or Below,534143.88,0.0,72.0,1,Personal Auto,Four-Door Car,345.6
664,TK60799,AZ,F,High School or Below,416001.81,96263.0,103.0,0,Personal Auto,SUV,1.924709
665,DN29808,CA,F,College,284624.54,28919.0,72.0,0,Corporate Auto,Four-Door Car,518.4
666,SS59521,OR,F,College,477025.66,0.0,68.0,1,Personal Auto,Two-Door Car,326.4
667,NG66579,OR,M,Bachelor,505961.62,41869.0,64.0,0,Personal Auto,Two-Door Car,262.12205
668,TC14209,AZ,F,High School or Below,909574.46,0.0,128.0,0,Personal Auto,SUV,921.6
669,ED50963,CA,F,High School or Below,268886.4,32808.0,68.0,1,Personal Auto,Four-Door Car,541.695658
670,GP40701,CA,F,Bachelor,827763.76,79780.0,68.0,0,Personal Auto,Four-Door Car,326.4
671,CP98451,OR,F,College,905793.53,91025.0,112.0,0,Personal Auto,SUV,327.682669
672,NX52648,CA,F,High School or Below,380175.04,33043.0,95.0,0,Personal Auto,Two-Door Car,456.0
673,ZC32510,AZ,M,High School or Below,933934.16,69442.0,118.0,3,Personal Auto,Four-Door Car,1265.570302
674,NG27780,OR,M,College,252012.32,0.0,70.0,0,Corporate Auto,Four-Door Car,63.043197
675,HN95240,AZ,F,College,498409.53,0.0,70.0,0,Corporate Auto,Four-Door Car,336.0
676,EB59129,OR,F,Bachelor,259574.8,47234.0,65.0,0,Personal Auto,Four-Door Car,15.631363
677,RA70851,OR,M,High School or Below,743769.33,86863.0,92.0,0,Personal Auto,Four-Door Car,441.6
678,PM19162,OR,M,Bachelor,1453678.76,25805.0,66.0,2,Personal Auto,Four-Door Car,375.866091
679,MS59005,NV,M,Bachelor,591330.59,43676.0,76.0,0,Personal Auto,Four-Door Car,364.8
680,SU71163,AZ,M,College,277166.3,59855.0,74.0,4,Personal Auto,Two-Door Car,355.2
681,BD35676,AZ,M,Master,2919436.64,35296.0,126.0,0,Personal Auto,SUV,452.616872
682,NI44621,OR,F,Master,988038.58,36576.0,125.0,1,Personal Auto,SUV,113.450122
683,EW33419,CA,F,High School or Below,1511440.24,28513.0,100.0,1,Corporate Auto,SUV,480.0
684,HX44948,OR,M,Bachelor,575991.08,85448.0,72.0,0,Special Auto,Four-Door Car,16.03451
685,DL36983,OR,F,High School or Below,849516.42,23791.0,110.0,3,Personal Auto,Two-Door Car,615.27228
686,XR87264,CA,F,Bachelor,438118.42,20597.0,112.0,0,Personal Auto,Four-Door Car,615.256301
687,NN99001,AZ,F,College,699782.74,56940.0,87.0,0,Personal Auto,Four-Door Car,512.66245
688,XV95530,OR,M,Bachelor,1143058.85,93210.0,71.0,0,Personal Auto,Two-Door Car,74.523935
689,OL97871,OR,F,Bachelor,748248.61,48992.0,94.0,1,Personal Auto,Four-Door Car,426.072946
690,HQ23708,AZ,F,Master,859691.66,53736.0,71.0,0,Personal Auto,Two-Door Car,169.287785
691,WR63188,AZ,M,College,785496.08,25378.0,66.0,1,Personal Auto,Four-Door Car,419.464143
692,NG82219,OR,F,Bachelor,258240.85,76731.0,64.0,0,Personal Auto,Four-Door Car,201.455005
693,KU29408,WA,M,Master,907576.82,37722.0,116.0,0,Corporate Auto,Luxury,158.077504
694,RE46783,CA,F,Bachelor,411858.86,69379.0,103.0,0,Personal Auto,Two-Door Car,494.4
695,RU94434,OR,M,High School or Below,1215732.99,57449.0,103.0,0,Personal Auto,Four-Door Car,494.4
696,GI82355,AZ,M,Bachelor,515281.96,0.0,68.0,0,Corporate Auto,Four-Door Car,326.4
697,VO26340,NV,M,College,651297.65,0.0,93.0,0,Personal Auto,Two-Door Car,669.6
698,NV61299,AZ,F,Bachelor,2778969.24,33806.0,89.0,0,Corporate Auto,Four-Door Car,395.729716
699,DX31066,WA,F,College,266727.0,94041.0,66.0,0,Personal Auto,Four-Door Car,159.756733
700,CY50337,OR,F,College,1092840.71,74965.0,90.0,0,Personal Auto,Four-Door Car,58.557552
701,TJ20375,AZ,F,High School or Below,761538.13,34095.0,63.0,0,Personal Auto,Two-Door Car,302.4
702,EP72155,CA,F,College,200435.07,0.0,66.0,4,Personal Auto,Four-Door Car,316.8
703,JJ76159,CA,M,College,243468.12,96045.0,61.0,0,Corporate Auto,Four-Door Car,8.582971
704,BG15419,NV,F,Bachelor,1419536.03,86355.0,118.0,0,Personal Auto,Luxury,285.418473
705,AO74776,CA,F,High School or Below,942768.49,27824.0,118.0,0,Personal Auto,SUV,566.4
706,HQ82233,CA,M,High School or Below,1198242.09,42995.0,101.0,0,Personal Auto,SUV,410.508316
707,OL72737,OR,F,High School or Below,310278.95,21235.0,79.0,0,Personal Auto,Two-Door Car,244.23135
708,ZQ59828,CA,M,High School or Below,422263.12,74585.0,106.0,0,Personal Auto,SUV,218.598065
709,NZ15548,OR,M,Bachelor,402381.44,41833.0,103.0,0,Personal Auto,Four-Door Car,643.826716
710,XK61304,CA,F,College,529715.18,23908.0,70.0,0,Personal Auto,Four-Door Car,336.0
711,EJ44139,OR,M,Bachelor,2142363.72,0.0,65.0,0,Personal Auto,Two-Door Car,312.0
712,CM94425,AZ,M,Bachelor,441620.62,61953.0,113.0,0,Personal Auto,SUV,497.047297
713,OV54878,CA,M,Bachelor,463903.52,0.0,142.0,0,Corporate Auto,SUV,1022.4
714,JF57282,NV,M,Bachelor,486354.46,0.0,137.0,0,Personal Auto,SUV,657.6
715,MY37953,AZ,F,Bachelor,2583090.98,73760.0,107.0,1,Personal Auto,Luxury,230.245772
716,XP64922,OR,F,College,297431.49,23333.0,74.0,0,Corporate Auto,Four-Door Car,5.622751
717,WL65572,CA,M,College,206445.88,0.0,61.0,0,Personal Auto,Four-Door Car,292.8
718,LN50325,AZ,F,High School or Below,1006460.83,20440.0,128.0,2,Corporate Auto,Luxury,614.4
719,HJ15383,WA,M,Master,803240.19,27658.0,68.0,0,Personal Auto,Four-Door Car,160.07526
720,KH59823,CA,M,College,548921.41,50943.0,139.0,0,Special Auto,SUV,667.2
721,YM79169,CA,M,Bachelor,261275.67,19003.0,71.0,0,Personal Auto,Two-Door Car,34.651305
722,DR38127,CA,M,College,857346.39,46703.0,108.0,0,Personal Auto,Four-Door Car,678.100487
723,PU42145,CA,M,Bachelor,2412750.4,14072.0,71.0,0,Personal Auto,Four-Door Car,511.2
724,KM33477,OR,M,College,855038.66,21733.0,73.0,0,Corporate Auto,Four-Door Car,525.6
725,RI53167,AZ,M,Bachelor,230864.8,20811.0,61.0,0,Personal Auto,Four-Door Car,292.8
726,OF77789,AZ,F,High School or Below,425462.07,11904.0,61.0,2,Personal Auto,Two-Door Car,292.8
727,YB33445,OR,F,College,898285.04,43490.0,114.0,4,Corporate Auto,SUV,174.588413
728,BA17836,CA,M,High School or Below,786816.6,57340.0,67.0,0,Corporate Auto,Four-Door Car,159.391681
729,JS43228,CA,M,College,770424.87,49088.0,97.0,0,Corporate Auto,Four-Door Car,698.4
730,BB11622,NV,M,Master,1055217.0,47761.0,131.0,0,Personal Auto,SUV,232.711071
731,HQ70429,WA,F,College,1604510.95,0.0,65.0,0,Personal Auto,Two-Door Car,163.046956
732,WK88044,AZ,M,Bachelor,873783.75,61281.0,110.0,0,Personal Auto,SUV,79.865605
733,LA80525,NV,M,Bachelor,545489.07,0.0,82.0,1,Corporate Auto,Two-Door Car,393.6
734,EH16250,AZ,M,Bachelor,770528.33,25290.0,66.0,0,Personal Auto,Four-Door Car,382.085897
735,PU41872,AZ,F,High School or Below,703926.24,24239.0,88.0,0,Personal Auto,Four-Door Car,48.348319
736,HB85743,CA,M,Bachelor,883808.56,82664.0,114.0,3,Personal Auto,SUV,133.425609
737,MM71959,AZ,M,Bachelor,873352.73,83210.0,110.0,0,Personal Auto,Luxury,528.0
738,MB83663,OR,F,Bachelor,959747.48,38736.0,81.0,0,Personal Auto,Two-Door Car,561.414794
739,KR43119,CA,M,College,450666.02,0.0,66.0,0,Personal Auto,Four-Door Car,316.8
740,KH24214,OR,M,College,1785797.23,55437.0,64.0,1,Personal Auto,Four-Door Car,445.287788
741,AC40767,WA,M,Bachelor,249780.82,68041.0,6464.0,0,Personal Auto,Two-Door Car,165.570243
742,HP55391,OR,M,Master,542613.62,0.0,71.0,0,Corporate Auto,Four-Door Car,407.99684
743,EG62398,CA,F,High School or Below,799814.38,29066.0,100.0,0,Personal Auto,SUV,844.229478
744,VS19949,NV,M,Bachelor,289762.07,54337.0,72.0,0,Personal Auto,Four-Door Car,345.6
745,AM92343,OR,F,High School or Below,1159950.22,67616.0,96.0,0,Personal Auto,Four-Door Car,340.306584
746,GI68556,CA,F,Bachelor,1514793.06,41082.0,63.0,0,Personal Auto,Two-Door Car,106.647493
747,JT11876,WA,F,High School or Below,543576.78,0.0,10202.0,0,Personal Auto,Four-Door Car,626.116259
748,XR64251,NV,F,Master,272535.64,36650.0,69.0,1,Personal Auto,Four-Door Car,56.60333
749,MK34957,OR,F,College,1329771.23,50631.0,112.0,4,Special Auto,SUV,784.65781
750,GP18756,CA,M,College,992704.97,19592.0,92.0,0,Personal Auto,Four-Door Car,441.6
751,AP23850,WA,F,High School or Below,1777154.9,0.0,114.0,0,Personal Auto,Two-Door Car,547.2
752,KQ65521,AZ,F,College,1826927.02,55761.0,115.0,0,Personal Auto,Luxury,86.27772
753,EJ19449,CA,F,College,272221.07,17576.0,71.0,0,Special Auto,Four-Door Car,398.502948
754,QB70027,CA,F,Bachelor,708321.24,41449.0,89.0,0,Personal Auto,Four-Door Car,63.516572
755,QW47320,Cali,F,Bachelor,1017971.7,14290.0,271.0,0,Personal Auto,Luxury,1300.8
756,KH64733,NV,F,College,588950.91,62007.0,73.0,0,Personal Auto,Four-Door Car,120.015609
757,ON59472,AZ,M,High School or Below,1577139.34,21921.0,206.0,0,Corporate Auto,Luxury,1254.137899
758,HP94242,AZ,F,Bachelor,528817.33,42621.0,66.0,0,Personal Auto,Four-Door Car,316.8
759,RV15398,OR,M,College,2758055.4,0.0,87.0,1,Personal Auto,Four-Door Car,417.6
760,EA25683,WA,M,High School or Below,777853.23,63786.0,196.0,0,Corporate Auto,Luxury,798.002689
761,PW73754,Cali,F,High School or Below,734186.13,0.0,104.0,3,Personal Auto,Luxury,82.041684
762,MC71942,Cali,F,High School or Below,791919.7,82877.0,99.0,1,Personal Auto,Two-Door Car,22.819088
763,OX72195,AZ,M,College,216387.02,0.0,63.0,0,Corporate Auto,Two-Door Car,302.4
764,YQ99152,NV,M,High School or Below,978780.88,10475.0,88.0,1,Personal Auto,Two-Door Car,422.4
765,KI19439,OR,F,High School or Below,520764.08,21952.0,66.0,0,Personal Auto,Four-Door Car,316.8
766,PM76175,OR,F,Bachelor,2114727.72,49721.0,132.0,0,Corporate Auto,Luxury,639.971388
767,US45383,Cali,M,College,1228076.66,88340.0,102.0,0,Personal Auto,Two-Door Car,489.6
768,GT38956,Cali,F,College,244139.42,0.0,65.0,0,Personal Auto,Four-Door Car,312.0
769,SN41301,OR,M,Bachelor,653556.06,0.0,65.0,0,Corporate Auto,Four-Door Car,468.0
770,BE62503,WA,F,College,920659.83,24589.0,82.0,0,Personal Auto,Two-Door Car,511.497882
771,PA16884,Cali,F,Bachelor,411858.86,69379.0,103.0,0,Personal Auto,Two-Door Car,494.4
772,NC58480,NV,F,Bachelor,483820.9,73769.0,61.0,2,Personal Auto,Four-Door Car,239.540223
773,NS39326,Cali,F,College,462554.81,66670.0,114.0,0,Personal Auto,SUV,518.180364
774,PN18507,AZ,M,Bachelor,1404210.3,88854.0,118.0,0,Personal Auto,Two-Door Car,715.252366
775,EK91340,OR,M,Bachelor,754661.35,31266.0,193.0,0,Corporate Auto,Luxury,926.4
776,JY16280,Cali,F,High School or Below,251459.2,43860.0,65.0,0,Personal Auto,Four-Door Car,156.124914
777,ZW71731,Cali,M,Bachelor,517035.84,89284.0,133.0,2,Corporate Auto,SUV,402.070719
778,ZC24631,OR,M,College,1391737.72,67267.0,89.0,0,Corporate Auto,Four-Door Car,94.814032
779,YR34689,Cali,F,High School or Below,1131813.08,79270.0,95.0,3,Personal Auto,Four-Door Car,456.0
780,RT65829,OR,M,Bachelor,427636.36,36692.0,109.0,1,Personal Auto,Four-Door Car,523.2
781,BZ12077,OR,F,High School or Below,432224.03,0.0,119.0,0,Personal Auto,SUV,571.2
782,WM65373,Cali,F,College,800230.83,0.0,107.0,0,Corporate Auto,SUV,513.6
783,NH35059,NV,M,College,388545.64,0.0,105.0,0,Corporate Auto,Four-Door Car,504.0
784,QD38160,OR,M,College,447177.82,0.0,135.0,0,Personal Auto,SUV,972.0
785,BM15160,Cali,F,High School or Below,849635.28,44624.0,71.0,1,Special Auto,Four-Door Car,73.883044
786,VY79030,AZ,F,College,2250088.35,0.0,71.0,0,Corporate Auto,Four-Door Car,340.8
787,EV19512,NV,F,Master,1630196.76,19614.0,85.0,0,Personal Auto,Two-Door Car,574.024018
788,TE13577,OR,F,College,231973.59,0.0,64.0,0,Personal Auto,Four-Door Car,632.715382
789,WY97929,AZ,M,College,871704.98,83846.0,74.0,3,Special Auto,Four-Door Car,355.2
790,YG20683,WA,M,College,286011.17,51159.0,72.0,0,Personal Auto,Four-Door Car,4.238626
791,FK75497,Cali,M,College,245340.83,83772.0,62.0,0,Personal Auto,Two-Door Car,42.248087
792,NE60110,AZ,M,College,598977.39,66839.0,154.0,0,Personal Auto,Luxury,739.2
793,TN36521,AZ,F,College,2498022.55,88440.0,70.0,0,Personal Auto,Two-Door Car,27.145151
794,HG33568,AZ,F,Master,748263.95,25666.0,63.0,2,Personal Auto,Four-Door Car,270.002766
795,TW17878,OR,F,High School or Below,245757.6,52926.0,61.0,0,Personal Auto,Four-Door Car,292.8
796,ZO83562,NV,F,Bachelor,237974.12,0.0,67.0,0,Personal Auto,Four-Door Car,494.946438
797,CH97539,WA,F,Bachelor,828696.44,40001.0,70.0,0,Personal Auto,Four-Door Car,142.567008
798,CV29889,Cali,M,College,239391.54,0.0,70.0,0,Personal Auto,Four-Door Car,425.266308
799,MO33320,OR,M,College,465715.95,18024.0,65.0,0,Personal Auto,Two-Door Car,312.0
800,QZ81258,OR,F,College,1319792.89,0.0,68.0,3,Personal Auto,Four-Door Car,326.4
801,NY56352,OR,F,Bachelor,280391.67,23220.0,74.0,0,Personal Auto,Four-Door Car,251.334247
802,EA27048,Cali,F,High School or Below,864650.41,64125.0,108.0,0,Personal Auto,SUV,369.818708
803,UT38865,OR,F,College,742587.06,58042.0,62.0,0,Corporate Auto,Four-Door Car,161.419528
804,QC89139,OR,F,High School or Below,452873.74,90034.0,112.0,0,Corporate Auto,SUV,537.6
805,LA14484,NV,M,High School or Below,222707.28,27972.0,61.0,0,Special Auto,Four-Door Car,292.8
806,HN57556,Cali,F,High School or Below,729294.88,0.0,65.0,0,Personal Auto,Four-Door Car,312.0
807,CV31235,AZ,M,Bachelor,318435.52,50989.0,80.0,0,Corporate Auto,Four-Door Car,255.999709
808,WR45726,AZ,F,Bachelor,1131520.37,11885.0,101.0,0,Special Auto,Four-Door Car,484.8
809,LB25094,Cali,F,Bachelor,253070.51,89451.0,63.0,0,Special Auto,Four-Door Car,61.769564
